,Emotion,Text
2313,sadness," Sorry , sir . We have never done that before . "
2314,neutral, of course . There ’ s always much to learn . I got to know more about the real world . 
2315,anger,"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan."
2316,joy,"An encounter with a man whom I love, after a very long separation."
2317,neutral, OK . 
2318,neutral, What ’ s the score ? 
2319,fear, Don't look so horrified ! 
2320,anger," What does a CEO do anyway ? I know the CEO makes the most money in the company , but what does he actually do ? "
2321,neutral," I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . "
2322,anger,No wonder Superintendent Miller had become exasperated . 
2323,neutral, I see . 
2324,fear," Ah , thanks . "
2325,joy,"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . "
2326,neutral, I will be all right soon . I was terrified when I watched them fall from the wire . 
2327,sadness,My father left us for another woman.
2328,fear,Almost had a bicycle accident.
2329,sadness,She looked into his eyes and saw terrible pain and inconsolable grief . 
2330,anger,I locked myself out.
2331,fear,"In Sweden, a friend and I lived in an appartment owned by a Finn.  One day, this man came back to the appartment heavily drunk (hashish and alcohol).  He was quite dizzy and he broke down, and I could not foretell his reactions.  However, nothing happened."
2332,anger,Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought I was still interested in the boy.
2333,sadness,This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.
2334,fear,Almost always when I go to fetch the results of an exam.
2335,joy,When I obtained good marks in a subject I had failed before.
2336,anger,"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor."
2337,joy,"When I won the \Under 18\"" Showjumping at the Brookfield Show. The competition was very stiff and there were many riders competing."""
2338,fear,When armed robbers broke into our house at night.
2339,fear,"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good."
2340,sadness,"A person I really like left for overseas for a few months, I had hoped to go out with her soon."
2341,sadness,"Some real research , I suggest , is needed into a condition which , though frequently rib-tickling in retrospect , causes widespread anguish at the time . "
2342,sadness,I was very sad when I heard that my uncle had passed away untimely at home.
2343,anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity."
2344,neutral, Thanks . 
2345,neutral, Not always . Sometimes we don't understand her . Then she has to repeat what she said . 
2346,neutral, Maybe you're right . I have been too lazy lately . 
2347,fear,"While Grant was wakening the kids , he discovered to his dismay that most of the cubicles held four occupants , sleeping in bunk beds . "
2348,anger,Failed to be elected to be a class leader.
2349,anger, I don't buy a story . 
2350,fear,Resist Launch out into the deep!
2351,sadness," You don't have to keep saying that , Yuri . It's not your fault.But me--I'm the one who should be sorry.It was me who suggested operations here in the first place ! Oh , what can we do ? "
2352,fear,Polanski had received notices of similar disquiet over his films . 
2353,neutral, Two carats . 
2354,anger, Good heavens ! Don't bring that frog in the house . 
2355,fear,Speaking in front of a large group of people.
2356,sadness,"Their mother died a month later , heartbroken by the loss of her mate . "
2357,neutral, The heart ! 
2358,fear,"In Washington there was understanding , but just as much disquiet about British Defence policy . "
2359,fear,"Before I went to the urologist's I was afraid for several reasons: because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it."
2360,neutral, Not a bit . 
2361,fear,"During one year my mother almost had a nervous breakdown and my father had a serious operation. I was afraid that our family (4 kids, I'm the oldest) wouldn't hold together. Everything turned out fine."
2362,neutral, No way ! 
2363,neutral, Nothing . 
2364,sadness,Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him.
2365,fear, I know for sure that something is wrong ! 
2366,anger,"When, after having cleaned up the kitchen, two hours later I saw that there was a big mess. It irritated me very much."
2367,anger,"I really don't know how to break this to you , but it ’ s eating me alive ! "
2368,fear,"Feeling a little frightened of the dead body behind him in the cart , and depressed by the autumn fog , he stopped for some beer at a pub , where he met Jan Coggan and Laban Tall . "
2369,neutral, So what ? 
2370,neutral, Good . 
2371,joy,"When I went to a job interview, I met a person who was very nice, and his attitude made me glad."
2372,neutral, Bye . 
2373,anger, Damn ! 
2374,sadness,When my grandfather died.
2375,neutral, Yes . 
2376,fear,"The alarmed Hungarians initially kept this threat to themselves , but have since raised the issue in private both within the Warsaw Pact and with certain Western governments . "
2377,anger,"I got into an argument with a photographer for whom I had to pose twelve times, over  a period of four weeks, before I could get a snap of mine.  Every time the film was processed my snap did not come out although the others did."
